City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches(last 3hrs),Snow inches(last 3hrs)
239,Bethel,US,2020-03-03 05:23:54,41.37,-73.41,51.01,57,75,8.05,Clouds,0.0,0.0
240,Saint-Philippe,RE,2020-03-03 05:24:42,-21.36,55.77,86.0,74,75,3.36,Clouds,0.0,0.0
241,Hilo,US,2020-03-03 05:20:04,19.73,-155.09,73.4,83,40,3.36,Rain,0.0,0.0
242,Guerrero Negro,MX,2020-03-03 05:24:17,27.98,-114.06,50.97,84,43,12.08,Rain,3.06,0.0
243,Batticaloa,LK,2020-03-03 05:25:15,7.71,81.69,85.69,52,62,6.29,Clouds,0.0,0.0
244,Asau,RO,2020-03-03 05:25:15,46.43,26.4,41.0,93,99,6.93,Clouds,0.0,0.0
245,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
246,Bluff,NZ,2020-03-03 05:24:24,-46.6,168.33,60.01,69,56,21.99,Clouds,0.0,0.0
247,Gizo,SB,2020-03-03 05:25:05,-8.1,156.84,81.86,79,70,1.86,Rain,0.31,0.0
248,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
249,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
250,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
251,Tuktoyaktuk,CA,2020-03-03 05:25:17,69.45,-133.04,-43.6,64,20,3.36,Mist,0.0,0.0
252,Pangnirtung,CA,2020-03-03 05:25:17,66.15,-65.71,-12.03,54,76,1.3,Clouds,0.0,0.0
253,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
254,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
255,Chokurdakh,RU,2020-03-03 05:24:22,70.63,147.92,0.88,83,93,13.76,Clouds,0.0,0.0
256,Wanning,CN,2020-03-03 05:25:18,18.8,110.4,78.6,68,43,8.97,Rain,0.19,0.0
257,Cockburn Town,TC,2020-03-03 05:24:37,21.46,-71.14,74.41,80,23,22.84,Clouds,0.0,0.0
258,Bell Ville,AR,2020-03-03 05:25:19,-32.63,-62.69,62.01,82,0,1.99,Clear,0.0,0.0
259,Williams Lake,CA,2020-03-03 05:25:19,52.14,-122.14,28.4,92,40,5.82,Clouds,0.0,0.0
260,Mwingi,KE,2020-03-03 05:25:19,-0.93,38.06,74.86,72,100,2.44,Clouds,0.0,0.0
261,Richards Bay,ZA,2020-03-03 05:25:19,-28.78,32.04,73.9,76,3,16.37,Clear,0.0,0.0
262,Provideniya,RU,2020-03-03 05:25:00,64.38,-173.3,5.0,71,67,15.66,Clouds,0.0,0.0
263,Adrar,MR,2020-03-03 05:25:20,20.5,-10.07,65.16,12,0,9.46,Clear,0.0,0.0
264,Avarua,CK,2020-03-03 05:24:33,-21.21,-159.78,82.4,83,27,4.7,Clouds,0.0,0.0
265,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
266,Misratah,LY,2020-03-03 05:25:20,32.38,15.09,63.72,76,100,22.03,Clouds,0.0,0.0
267,Chacabuco,AR,2020-03-03 05:25:21,-34.64,-60.47,66.0,84,0,4.0,Clear,0.0,0.0
268,Saskylakh,RU,2020-03-03 05:25:04,71.92,114.08,19.44,92,100,13.06,Clouds,0.0,0.0
269,Praia,CV,2020-03-03 05:25:21,14.92,-23.51,75.2,47,31,14.99,Haze,0.0,0.0
270,Bandarbeyla,SO,2020-03-03 05:24:51,9.49,50.81,77.67,71,84,9.4,Clouds,0.0,0.0
271,Qaanaaq,GL,2020-03-03 05:25:00,77.48,-69.36,-21.69,57,64,5.53,Clouds,0.0,0.0
272,Araouane,ML,2020-03-03 05:21:03,18.9,-3.53,67.75,10,0,10.38,Clear,0.0,0.0
273,Yellowknife,CA,2020-03-03 05:24:53,62.46,-114.35,-7.01,76,75,2.24,Clouds,0.0,0.0
274,Puerto Ayora,EC,2020-03-03 05:25:01,-0.74,-90.35,80.01,100,5,1.99,Clear,0.0,0.0
275,Mazurivka,UA,2020-03-03 05:25:23,49.27,24.21,39.2,87,75,9.84,Rain,0.31,0.0
276,Cambridge,CA,2020-03-03 05:25:01,43.36,-80.31,39.0,91,90,4.7,Rain,0.31,0.0
277,Ribeira Grande,PT,2020-03-03 05:24:43,38.52,-28.7,61.11,94,76,19.8,Rain,0.19,0.0
278,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
279,Karratha,AU,2020-03-03 05:25:11,-20.74,116.85,86.43,70,47,8.61,Clouds,0.0,0.0
280,Ancud,CL,2020-03-03 05:25:24,-41.87,-73.82,50.0,87,8,3.36,Clear,0.0,0.0
281,Puerto Ayora,EC,2020-03-03 05:25:01,-0.74,-90.35,80.01,100,5,1.99,Clear,0.0,0.0
282,Atuona,PF,2020-03-03 05:24:31,-9.8,-139.03,82.27,77,35,18.14,Clouds,0.0,0.0
283,Bystryy Istok,RU,2020-03-03 05:25:25,52.37,84.39,31.98,96,100,3.36,Snow,0.0,0.13
284,Saskylakh,RU,2020-03-03 05:25:04,71.92,114.08,19.44,92,100,13.06,Clouds,0.0,0.0
285,Saint-Pierre,RE,2020-03-03 05:25:25,-21.34,55.48,86.0,74,75,3.36,Clouds,0.0,0.0
286,Shitanjing,CN,2020-03-03 05:25:26,39.23,106.34,37.33,17,0,4.5,Clear,0.0,0.0
287,Qaanaaq,GL,2020-03-03 05:25:00,77.48,-69.36,-21.69,57,64,5.53,Clouds,0.0,0.0
288,Kiama,AU,2020-03-03 05:25:26,-34.68,150.87,70.0,88,75,10.29,Rain,0.0,0.0
289,Lebu,CL,2020-03-03 05:24:56,-37.62,-73.65,51.55,93,0,2.71,Clear,0.0,0.0
290,Arraial Do Cabo,BR,2020-03-03 05:25:27,-22.97,-42.03,72.59,90,99,16.4,Rain,0.31,0.0
291,Bluff,NZ,2020-03-03 05:24:24,-46.6,168.33,60.01,69,56,21.99,Clouds,0.0,0.0
292,Narsaq,GL,2020-03-03 05:24:38,60.92,-46.05,-0.4,40,0,5.82,Clear,0.0,0.0
293,Ribeira Grande,PT,2020-03-03 05:24:43,38.52,-28.7,61.11,94,76,19.8,Rain,0.19,0.0
294,Nikolskoye,RU,2020-03-03 05:24:59,59.7,30.79,32.0,95,75,6.71,Clouds,0.0,0.0
295,Port Lincoln,AU,2020-03-03 05:25:28,-34.73,135.87,66.74,55,80,13.24,Clouds,0.0,0.0
296,Pouembout,NC,2020-03-03 05:25:28,-21.13,164.9,80.8,73,70,0.36,Rain,6.69,0.0
297,Thompson,CA,2020-03-03 05:25:28,55.74,-97.86,12.2,78,75,2.24,Snow,0.0,0.0
298,Dikson,RU,2020-03-03 05:24:26,73.51,80.55,7.02,95,100,5.3,Snow,0.0,0.13
299,Lata,PT,2020-03-03 05:25:29,40.16,-8.33,57.0,87,40,8.05,Clouds,0.0,0.0
300,Chokurdakh,RU,2020-03-03 05:24:22,70.63,147.92,0.88,83,93,13.76,Clouds,0.0,0.0
301,Longyearbyen,SJ,2020-03-03 05:24:30,78.22,15.64,-4.0,76,75,3.36,Snow,0.0,0.0
302,Yamada,JP,2020-03-03 05:25:29,39.47,141.95,37.26,90,100,10.38,Snow,0.0,0.81
303,Anito,PH,2020-03-03 05:25:29,12.45,125.29,79.9,79,100,15.61,Rain,0.38,0.0
304,Geraldton,AU,2020-03-03 05:24:51,-28.77,114.6,96.8,25,0,17.22,Clear,0.0,0.0
305,Margate,GB,2020-03-03 05:25:30,51.38,1.39,39.0,72,9,6.93,Clear,0.0,0.0
306,Pevek,RU,2020-03-03 05:25:30,69.7,170.31,-6.56,92,88,13.27,Clouds,0.0,0.0
307,Cayenne,GF,2020-03-03 05:24:33,4.93,-52.33,75.2,100,90,3.36,Clouds,0.0,0.0
308,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
309,New Norfolk,AU,2020-03-03 05:24:28,-42.78,147.06,66.99,59,20,18.34,Clouds,0.0,0.0
310,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
311,Acajutla,SV,2020-03-03 05:25:31,13.59,-89.83,81.41,73,0,6.73,Clear,0.0,0.0
312,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
313,Lazaro Cardenas,MX,2020-03-03 05:25:32,17.96,-102.2,71.71,84,0,2.91,Clear,0.0,0.0
314,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
315,Yellowknife,CA,2020-03-03 05:24:53,62.46,-114.35,-7.01,76,75,2.24,Clouds,0.0,0.0
316,Chokurdakh,RU,2020-03-03 05:24:22,70.63,147.92,0.88,83,93,13.76,Clouds,0.0,0.0
317,Bure,ET,2020-03-03 05:25:32,10.7,37.07,78.67,20,48,1.1,Clouds,0.0,0.0
318,Sao Joao Da Barra,BR,2020-03-03 05:25:33,-21.64,-41.05,71.02,91,100,6.2,Clouds,0.0,0.0
319,Iquique,CL,2020-03-03 05:25:04,-20.22,-70.14,71.6,68,3,10.29,Clear,0.0,0.0
320,Ilulissat,GL,2020-03-03 05:25:33,69.22,-51.1,-18.4,45,0,6.93,Clear,0.0,0.0
321,Nikolskoye,RU,2020-03-03 05:24:59,59.7,30.79,32.0,95,75,6.71,Clouds,0.0,0.0
322,Abu Kamal,SY,2020-03-03 05:25:33,34.45,40.92,56.35,67,0,6.73,Clear,0.0,0.0
323,Darlawn,IN,2020-03-03 05:25:34,24.02,92.9,80.6,47,75,11.41,Haze,0.0,0.0
324,Bilma,NE,2020-03-03 05:25:34,18.69,12.92,69.26,15,12,5.44,Clouds,0.0,0.0
325,Mahebourg,MU,2020-03-03 05:24:25,-20.41,57.7,84.0,100,75,3.36,Rain,0.0,0.0
326,Rio Gallegos,AR,2020-03-03 05:25:34,-51.62,-69.22,53.6,62,75,12.75,Clouds,0.0,0.0
327,Leningradskiy,RU,2020-03-03 05:25:13,69.38,178.42,5.36,76,100,21.54,Clouds,0.0,0.0
328,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
329,Tuktoyaktuk,CA,2020-03-03 05:25:17,69.45,-133.04,-43.6,64,20,3.36,Mist,0.0,0.0
330,Gilgit,PK,2020-03-03 05:25:35,35.92,74.31,22.84,41,0,5.26,Clear,0.0,0.0
331,Westport,US,2020-03-03 05:25:35,41.14,-73.36,52.0,70,90,9.17,Rain,0.0,0.0
332,Kodiak,US,2020-03-03 05:24:56,57.79,-152.41,21.2,48,1,19.46,Clear,0.0,0.0
333,Alekseyevsk,RU,2020-03-03 05:25:36,57.84,108.35,18.1,83,32,7.81,Clouds,0.0,0.0
334,Orotukan,RU,2020-03-03 05:25:36,62.27,151.7,-2.11,87,0,2.46,Clear,0.0,0.0
335,Zambezi,ZM,2020-03-03 05:25:36,-13.54,23.1,66.97,88,93,6.46,Clouds,0.0,0.0
336,Khatanga,RU,2020-03-03 05:24:25,71.97,102.5,13.17,91,56,10.18,Clouds,0.0,0.0
337,Saint-Philippe,RE,2020-03-03 05:24:42,-21.36,55.77,86.0,74,75,3.36,Clouds,0.0,0.0
338,Dickinson,US,2020-03-03 05:25:09,29.46,-95.05,70.0,88,90,5.3,Mist,0.0,0.0
339,Puerto Ayora,EC,2020-03-03 05:25:01,-0.74,-90.35,80.01,100,5,1.99,Clear,0.0,0.0
340,Gambela,ET,2020-03-03 05:25:38,8.25,34.58,89.6,20,89,3.62,Clouds,0.0,0.0
341,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
342,Novikovo,RU,2020-03-03 05:25:38,51.15,37.89,36.1,97,100,12.1,Rain,0.81,0.0
343,Jamestown,US,2020-03-03 05:24:37,42.1,-79.24,45.0,100,90,8.05,Fog,0.0,0.0
344,Russell,US,2020-03-03 05:25:39,32.35,-85.2,64.4,88,90,10.29,Clouds,0.0,0.0
345,Kapaa,US,2020-03-03 05:24:42,22.08,-159.32,73.4,94,90,17.22,Mist,0.0,0.0
346,Vaini,TO,2020-03-03 05:24:40,-21.2,-175.2,82.4,78,20,6.93,Clouds,0.0,0.0
347,East London,ZA,2020-03-03 05:25:40,-33.02,27.91,69.8,100,40,1.12,Clouds,0.0,0.0
348,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
349,Husavik,IS,2020-03-03 05:25:40,66.04,-17.34,32.0,84,75,33.33,Clouds,0.0,0.0
350,Matagami,CA,2020-03-03 05:25:40,49.75,-77.63,23.0,85,90,8.05,Snow,0.0,0.0
351,Khatanga,RU,2020-03-03 05:24:25,71.97,102.5,13.17,91,56,10.18,Clouds,0.0,0.0
352,Kaitangata,NZ,2020-03-03 05:24:32,-46.28,169.85,57.99,85,88,17.29,Clouds,0.0,0.0
353,Ahipara,NZ,2020-03-03 05:24:53,-35.17,173.17,80.01,87,11,10.89,Clouds,0.0,0.0
354,Butaritari,KI,2020-03-03 05:25:41,3.07,172.79,83.25,74,100,16.53,Clouds,0.0,0.0
355,Sault Sainte Marie,CA,2020-03-03 05:25:41,46.52,-84.33,19.4,85,1,3.91,Clear,0.0,0.0
356,Bethel,US,2020-03-03 05:23:54,41.37,-73.41,51.01,57,75,8.05,Clouds,0.0,0.0
357,Wilmington,US,2020-03-03 05:21:12,34.23,-77.94,62.6,67,90,9.17,Rain,0.0,0.0
358,Nyurba,RU,2020-03-03 05:25:42,63.28,118.33,7.12,92,71,7.11,Clouds,0.0,0.0
359,Sungaipenuh,ID,2020-03-03 05:25:42,-2.08,101.38,76.26,68,98,3.31,Rain,1.25,0.0
360,Kiruna,SE,2020-03-03 05:25:43,67.86,20.23,1.4,84,12,3.89,Clouds,0.0,0.0
361,Cape Town,ZA,2020-03-03 05:24:29,-33.93,18.42,64.0,87,0,1.12,Clear,0.0,0.0
362,Kaitangata,NZ,2020-03-03 05:24:32,-46.28,169.85,57.99,85,88,17.29,Clouds,0.0,0.0
363,Gat,IL,2020-03-03 05:23:12,31.61,34.76,54.0,87,0,2.24,Clear,0.0,0.0
364,Dawlatabad,AF,2020-03-03 05:25:44,36.41,64.91,65.12,39,97,4.56,Clouds,0.0,0.0
365,Guerrero Negro,MX,2020-03-03 05:24:17,27.98,-114.06,50.97,84,43,12.08,Rain,3.06,0.0
366,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
367,Fortuna,US,2020-03-03 05:25:44,40.6,-124.16,50.0,87,90,9.17,Clouds,0.0,0.0
368,Pasighat,IN,2020-03-03 05:25:44,28.07,95.33,74.7,48,84,4.43,Clouds,0.0,0.0
369,Joshimath,IN,2020-03-03 05:25:45,30.57,79.57,48.79,25,0,5.93,Clear,0.0,0.0
370,Camacha,PT,2020-03-03 05:25:45,33.08,-16.33,59.0,93,20,3.36,Clouds,0.0,0.0
371,Cape Town,ZA,2020-03-03 05:24:29,-33.93,18.42,64.0,87,0,1.12,Clear,0.0,0.0
372,Saldanha,ZA,2020-03-03 05:21:48,-33.01,17.94,57.2,87,0,2.24,Clear,0.0,0.0
373,Diego De Almagro,CL,2020-03-03 05:25:45,-26.37,-70.05,57.69,51,0,1.03,Clear,0.0,0.0
374,Kaeo,NZ,2020-03-03 05:25:46,-35.1,173.78,80.01,87,6,7.85,Clear,0.0,0.0
375,Pogar,RU,2020-03-03 05:25:46,52.55,33.26,40.17,92,100,11.52,Rain,0.19,0.0
376,Anajatuba,BR,2020-03-03 05:25:46,-3.26,-44.62,73.06,97,100,2.64,Clouds,0.0,0.0
377,Gushikawa,JP,2020-03-03 05:25:46,26.35,127.87,71.6,64,75,6.93,Clouds,0.0,0.0
378,Viedma,AR,2020-03-03 05:24:48,-40.81,-63.0,83.41,23,0,17.92,Clear,0.0,0.0
379,San Patricio,MX,2020-03-03 05:25:47,19.22,-104.7,75.58,65,0,10.29,Clear,0.0,0.0
380,New Norfolk,AU,2020-03-03 05:24:28,-42.78,147.06,66.99,59,20,18.34,Clouds,0.0,0.0
381,Kodiak,US,2020-03-03 05:24:56,57.79,-152.41,21.2,48,1,19.46,Clear,0.0,0.0
382,Mangrol,IN,2020-03-03 05:25:48,21.12,70.12,78.01,55,0,8.57,Clear,0.0,0.0
383,Mar Del Plata,AR,2020-03-03 05:25:48,-38.0,-57.56,72.0,88,19,5.82,Clouds,0.0,0.0
384,Alta Floresta,BR,2020-03-03 05:25:48,-9.88,-56.09,68.65,99,100,2.53,Rain,0.19,0.0
385,Kapaa,US,2020-03-03 05:24:42,22.08,-159.32,73.4,94,90,17.22,Mist,0.0,0.0
386,East London,ZA,2020-03-03 05:25:40,-33.02,27.91,69.8,100,40,1.12,Clouds,0.0,0.0
387,Atuona,PF,2020-03-03 05:24:31,-9.8,-139.03,82.27,77,35,18.14,Clouds,0.0,0.0
388,New Norfolk,AU,2020-03-03 05:24:28,-42.78,147.06,66.99,59,20,18.34,Clouds,0.0,0.0
389,Sept-Iles,CA,2020-03-03 05:23:19,50.2,-66.38,26.01,100,90,3.36,Snow,0.0,0.0
390,Puerto Ayora,EC,2020-03-03 05:25:01,-0.74,-90.35,80.01,100,5,1.99,Clear,0.0,0.0
391,Port Lincoln,AU,2020-03-03 05:25:28,-34.73,135.87,66.74,55,80,13.24,Clouds,0.0,0.0
392,Portree,GB,2020-03-03 05:25:50,57.41,-6.19,42.01,92,19,9.98,Clouds,0.0,0.0
393,Souillac,MU,2020-03-03 05:25:09,-20.52,57.52,84.0,100,75,3.36,Rain,0.0,0.0
394,Sampit,ID,2020-03-03 05:25:51,-2.53,112.95,85.37,85,94,3.94,Rain,5.75,0.0
395,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
396,Mehamn,NO,2020-03-03 05:25:51,71.04,27.85,26.6,73,75,25.28,Snow,0.0,0.0
397,Barzas,RU,2020-03-03 05:25:51,55.72,86.32,28.4,74,75,6.71,Clouds,0.0,0.0
398,Saint-Philippe,RE,2020-03-03 05:24:42,-21.36,55.77,86.0,74,75,3.36,Clouds,0.0,0.0
399,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
400,Saskylakh,RU,2020-03-03 05:25:04,71.92,114.08,19.44,92,100,13.06,Clouds,0.0,0.0
401,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
402,Mandera,KE,2020-03-03 05:25:52,3.94,41.87,80.67,61,3,7.49,Clear,0.0,0.0
403,Cairns,AU,2020-03-03 05:21:41,-16.92,145.77,89.6,52,75,10.29,Clouds,0.0,0.0
404,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
405,Ancud,CL,2020-03-03 05:25:24,-41.87,-73.82,50.0,87,8,3.36,Clear,0.0,0.0
406,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
407,Alihe,CN,2020-03-03 05:24:36,50.57,123.72,23.14,77,100,3.51,Snow,0.0,0.56
408,Geraldton,AU,2020-03-03 05:24:51,-28.77,114.6,96.8,25,0,17.22,Clear,0.0,0.0
409,Bengkulu,ID,2020-03-03 05:25:54,-3.8,102.27,92.16,51,89,5.08,Clouds,0.0,0.0
410,Lata,PT,2020-03-03 05:25:29,40.16,-8.33,57.0,87,40,8.05,Clouds,0.0,0.0
411,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
412,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
413,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
414,Cabo San Lucas,MX,2020-03-03 05:24:46,22.89,-109.91,66.99,77,20,3.36,Clouds,0.0,0.0
415,Qaanaaq,GL,2020-03-03 05:25:00,77.48,-69.36,-21.69,57,64,5.53,Clouds,0.0,0.0
416,Namibe,AO,2020-03-03 05:25:56,-15.2,12.15,74.84,77,1,14.7,Clear,0.0,0.0
417,Longyearbyen,SJ,2020-03-03 05:24:30,78.22,15.64,-4.0,76,75,3.36,Snow,0.0,0.0
418,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
419,Deputatskiy,RU,2020-03-03 05:25:57,69.3,139.9,0.23,65,0,4.36,Clear,0.0,0.0
420,Bluff,NZ,2020-03-03 05:24:24,-46.6,168.33,60.01,69,56,21.99,Clouds,0.0,0.0
421,Dikson,RU,2020-03-03 05:24:26,73.51,80.55,7.02,95,100,5.3,Snow,0.0,0.13
422,Gizo,SB,2020-03-03 05:25:05,-8.1,156.84,81.86,79,70,1.86,Rain,0.31,0.0
423,Pacifica,US,2020-03-03 05:25:58,37.61,-122.49,64.99,42,40,13.87,Clouds,0.0,0.0
424,Manta,EC,2020-03-03 05:25:58,-0.95,-80.73,78.8,83,75,3.36,Clouds,0.0,0.0
425,Salym,RU,2020-03-03 05:25:58,60.06,71.48,25.88,93,100,7.7,Clouds,0.0,0.0
426,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
427,Harper,LR,2020-03-03 05:25:01,4.38,-7.72,76.71,94,27,2.48,Clouds,0.0,0.0
428,Usogorsk,RU,2020-03-03 05:25:59,63.41,48.69,23.2,87,83,9.28,Clouds,0.0,0.0
429,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
430,Hithadhoo,MV,2020-03-03 05:23:49,-0.6,73.08,84.81,63,64,5.66,Clouds,0.0,0.0
431,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
432,East London,ZA,2020-03-03 05:25:40,-33.02,27.91,69.8,100,40,1.12,Clouds,0.0,0.0
433,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
434,Sinnamary,GF,2020-03-03 05:26:00,5.38,-52.95,78.46,82,15,16.15,Rain,0.12,0.0
435,Clyde River,CA,2020-03-03 05:26:00,70.47,-68.59,-13.0,75,90,11.41,Clouds,0.0,0.0
436,Wewak,PG,2020-03-03 05:26:01,-3.55,143.63,84.25,71,59,5.95,Rain,2.06,0.0
437,Numaligarh,IN,2020-03-03 05:26:01,26.63,93.75,79.36,54,32,0.4,Rain,0.19,0.0
438,Vaini,TO,2020-03-03 05:24:40,-21.2,-175.2,82.4,78,20,6.93,Clouds,0.0,0.0
439,Torbay,CA,2020-03-03 05:26:01,47.67,-52.73,15.01,85,40,9.17,Clouds,0.0,0.0
440,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
441,Kodiak,US,2020-03-03 05:24:56,57.79,-152.41,21.2,48,1,19.46,Clear,0.0,0.0
442,Hilo,US,2020-03-03 05:20:04,19.73,-155.09,73.4,83,40,3.36,Rain,0.0,0.0
443,Kaeo,NZ,2020-03-03 05:25:46,-35.1,173.78,80.01,87,6,7.85,Clear,0.0,0.0
444,Geraldton,AU,2020-03-03 05:24:51,-28.77,114.6,96.8,25,0,17.22,Clear,0.0,0.0
445,Guasdualito,VE,2020-03-03 05:26:03,7.24,-70.73,82.4,58,0,2.24,Clear,0.0,0.0
446,Tilichiki,RU,2020-03-03 05:26:03,60.47,166.1,1.78,75,0,7.52,Clear,0.0,0.0
447,Aykhal,RU,2020-03-03 05:26:03,66.0,111.5,12.2,66,100,6.71,Clouds,0.0,0.0
448,Bluff,NZ,2020-03-03 05:24:24,-46.6,168.33,60.01,69,56,21.99,Clouds,0.0,0.0
449,Sirjan,IR,2020-03-03 05:26:04,29.45,55.68,54.91,25,0,8.1,Clear,0.0,0.0
450,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
451,Rawson,AR,2020-03-03 05:26:04,-43.3,-65.1,67.71,71,10,5.23,Clear,0.0,0.0
452,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
453,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
454,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
455,Mount Isa,AU,2020-03-03 05:26:05,-20.73,139.5,82.4,78,75,2.24,Rain,0.13,0.0
456,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
457,Portland,US,2020-03-03 05:24:13,45.52,-122.68,50.0,81,75,4.7,Clouds,0.0,0.0
458,Kodiak,US,2020-03-03 05:24:56,57.79,-152.41,21.2,48,1,19.46,Clear,0.0,0.0
459,Cayenne,GF,2020-03-03 05:24:33,4.93,-52.33,75.2,100,90,3.36,Clouds,0.0,0.0
460,Saskylakh,RU,2020-03-03 05:25:04,71.92,114.08,19.44,92,100,13.06,Clouds,0.0,0.0
461,Hamilton,US,2020-03-03 05:23:32,39.18,-84.53,53.01,93,90,4.7,Rain,0.0,0.0
462,Margate,GB,2020-03-03 05:25:30,51.38,1.39,39.0,72,9,6.93,Clear,0.0,0.0
463,San Jose,US,2020-03-03 05:25:47,37.34,-121.89,66.2,48,1,6.93,Clear,0.0,0.0
464,Cayenne,GF,2020-03-03 05:24:33,4.93,-52.33,75.2,100,90,3.36,Clouds,0.0,0.0
465,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
466,Flin Flon,CA,2020-03-03 05:26:07,54.77,-101.86,12.2,94,92,3.06,Clouds,0.0,0.0
467,Ugoofaaru,MV,2020-03-03 05:26:08,5.67,73.0,82.94,62,95,3.0,Clouds,0.0,0.0
468,Atuona,PF,2020-03-03 05:24:31,-9.8,-139.03,82.27,77,35,18.14,Clouds,0.0,0.0
469,Roald,NO,2020-03-03 05:26:08,62.58,6.13,41.0,56,75,13.87,Clouds,0.0,0.0
470,Katsuura,JP,2020-03-03 05:24:57,35.13,140.3,64.0,38,20,13.87,Clouds,0.0,0.0
471,Provideniya,RU,2020-03-03 05:25:00,64.38,-173.3,5.0,71,67,15.66,Clouds,0.0,0.0
472,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
473,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
474,Bafq,IR,2020-03-03 05:26:09,31.61,55.41,54.43,33,0,6.69,Clear,0.0,0.0
475,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
476,Kiyevskoye,RU,2020-03-03 05:26:10,45.04,37.89,48.2,70,20,17.9,Clouds,0.0,0.0
477,Souillac,MU,2020-03-03 05:25:09,-20.52,57.52,84.0,100,75,3.36,Rain,0.0,0.0
478,Vasterhaninge,SE,2020-03-03 05:26:10,59.12,18.1,39.2,93,100,10.29,Rain,0.5,0.0
479,Castro,BR,2020-03-03 05:26:10,-24.79,-50.01,54.93,98,24,5.77,Clouds,0.0,0.0
